id,register_number,install_location_name,install_address,install_address_detail,install_type_name,install_date,available_time,open_days,use_everyday,everyone_allow,rank,latitude,longitude,updated_at,note
122035,422035,大師公園,川崎市川崎区大師公園1,管理事務所,公園・文教・娯楽施設 (図書館、テーマパーク、パチンコ店等),2020年04月01日,08:30 - 20:30 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,C,35.5314460648786,139.73033974181817,2024年07月05日 15:09,
93507,393507,東門前小学校,川崎市川崎区東門前3-4-6,アリーナ棟1階開放玄関,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:00 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.53638757935713,139.7355626456556,2025年12月12日 18:49,
356541,656541,川﨑ふたば保育園,川崎市川崎区大師河原２－２－２-1階,グレーシアシティ川崎大師河原,学校・保育施設 (小中学校、高校、大学、各種学校等),2021年07月07日,08:00 - 18:00 (24時間表記),土曜日 - 日曜日 - 祝日,False,認める,C,35.5358172,139.7399575,2021年07月12日 15:19,子ども用のみ
392964,692964,セブン‐イレブン　川崎国際病院前店,川崎市川崎区日ノ出2-16-1,その他,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5331380208,139.7454549154,2025年10月06日 10:29,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
370236,670236,Shimadzu Tokyo Innovation Plaza,川崎市川崎区殿町3-25-40,Shimadzu Tokyo Innovation Plaza 1階受付,会社・事業所,2023年02月07日,時間指定なし,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.53971708137635,139.75170493125918,2023年06月26日 11:37,
376896,676896,関東日本フード株式会社　川崎営業部,川崎市川崎区田町三丁目10番地8号,事務所内,会社・事業所,2024年01月19日,08:00 - 17:00 (24時間表記),月曜日 - 火曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.53543044303172,139.75019216537478,2024年02月10日 16:51,
392962,692962,セブン‐イレブン　川崎殿町３丁目店,川崎市川崎区殿町3-18-2,その他,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5385335286,139.7510028754,2025年10月06日 10:26,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
335838,635838,三菱ケミカル物流株式会社川崎油槽所,川崎市川崎区千鳥町１－３,事務所内,会社・事業所,2018年12月27日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,D,35.5265464,139.7573592,2019年02月01日 15:39,
332632,632632,大東建託㈱新築工事現場 21,川崎市幸区南加瀬5丁目2816の一部,現場内,その他,2019年06月27日,08:00 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,D,35.5594944,139.5086431,2019年06月27日 13:32,近くの作業員に声をかけてください。
393084,693084,セブン‐イレブン　川崎久末団地店,川崎市高津区久末338ｰ3,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5623497179,139.6153257921,2025年10月06日 11:03,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
327270,627270,ユーカリハイツ久末,川崎市高津区久末386－1,ユーカリハイツ久末７階エントランスの管理事務室前,集合住宅 (マンション、団地等),2018年02月13日,09:00 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 祝日,False,条件付で認める,D,35.562613103341825,139.61543262004852,2018年02月13日 11:05,使用時間帯・休業日でも使用を認めますが、管理員不在時に利用された場合は後日管理事務室に使用されたことを連絡してください。
370500,670500,井田重度障害者等生活施設　桜の風,川崎市中原区井田3-16-1,警備員室,介護、福祉施設,2020年04月03日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.56380442529805,139.63622505508542,2025年12月09日 15:40,
199131,499131,中部リハビリテーションセンター体育館,川崎市中原区井田3-16-1,受付カウンター上,体育・スポーツ施設 (運動場、体育館、スキー場、ゴルフ場等),2024年04月01日,09:00 - 16:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.56338593732206,139.6360462548182,2024年07月05日 11:43,
314950,614950,井田病院,川崎市中原区井田2-27-1,地下EVホール横,医療施設 (病院・診療所・医院等),2021年01月20日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.559488526459546,139.6409085736056,2025年12月12日 18:13,
366442,666442,井田病院,川崎市中原区井田2-27-1,1階採血室前,医療施設 (病院・診療所・医院等),2021年01月20日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.55950598253469,139.64104771614078,2025年12月09日 16:40,
315135,615135,井田病院,川崎市中原区井田2-27-1,2階EVホール横,医療施設 (病院・診療所・医院等),2021年01月20日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.55937942590379,139.64111256827138,2025年12月12日 18:14,
366542,666542,井田病院,川崎市中原区井田2-27-1,PCU,医療施設 (病院・診療所・医院等),2022年07月05日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.559327057584284,139.64112818241122,2025年12月12日 18:15,
378308,678308,コープ日吉,川崎市中原区井田3－17ー20,エントランスホール,集合住宅 (マンション、団地等),2021年10月28日,08:30 - 12:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,C,35.56311058059803,139.6378827095032,2024年04月09日 09:39,
54342,354342,中部地域支援室,川崎市中原区井田3-16-1,2階事務室受付,介護、福祉施設,2024年04月01日,08:30 - 17:15 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.56272656360512,139.63587341277162,2024年07月05日 11:47,
122028,422028,中原老人福祉センター,川崎市中原区井田3-16-2,受付,介護、福祉施設,2024年04月01日,09:00 - 16:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.5633142,139.6370681,2024年07月05日 11:00,
331477,631477,にじいろ保育園北加瀬,川崎市幸区北加瀬2-11-4,エントランス,学校・保育施設 (小中学校、高校、大学、各種学校等),2018年06月06日,07:00 - 20:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,D,35.5514772,139.6626414,2018年08月06日 16:27,
332617,632617,三菱ふそうトラック・バス株式会社,川崎市中原区西加瀬50,警備室内,会社・事業所,2018年09月10日,08:00 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,条件付で認める,D,35.559577552775906,139.66212987932522,2018年09月18日 17:35,
332613,632613,三菱ふそうトラック・バス株式会社,川崎市中原区大倉町10,正門守衛室,会社・事業所,2018年09月10日,08:00 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,条件付で認める,D,35.55657592684694,139.66417372226715,2018年09月18日 17:29,
333049,633049,三菱ふそうトラック・バス株式会社,川崎市中原区大倉町10,No.108建屋　2階事務所入り口,会社・事業所,2018年09月23日,08:00 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認めない,D,35.556407469644995,139.66667890548706,2018年10月09日 11:52,事業所内のため来客、業者のみ使用可能
333048,633048,三菱ふそうトラック・バス株式会社,川崎市中原区大倉町10,NO.131建屋　2階,会社・事業所,2018年10月10日,09:00 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認めない,D,35.55855811209977,139.66517686843872,2018年10月09日 11:36,事業所敷地内のため来客、業者のみ使用可能
333052,633052,三菱ふそうトラック・バス株式会社,川崎市中原区大倉町10,第1技術本館　1階ヘルスケアセンター内,会社・事業所,2018年10月09日,08:00 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認めない,D,35.557685293630115,139.66452455468243,2018年10月09日 14:18,事業所内建物のため来客、業者のみ使用可能
393043,693043,セブン‐イレブン　苅宿店,川崎市中原区苅宿23-1,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5624077691,139.661925727,2025年10月06日 10:49,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
50795,350795,木月小学校,川崎市中原区木月4-53-1,校舎～体育館　渡り廊下,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日,False,認める,A,35.557602811528305,139.6555679618723,2025年12月12日 18:46,
108329,408329,北加瀬こども文化センター,川崎市幸区北加瀬2-12-12,事務室,その他の不特定多数が利用する公的施設,2022年04月01日,09:30 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.55071200327441,139.6622210741043,2024年12月05日 09:53,
379180,679180,株式会社計測技術研究所,川崎市幸区南加瀬4-11-1,計測技術研究所　日吉事業所　1階エレベーター脇,会社・事業所,2024年05月17日,08:00 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,条件付で認める,A,35.548555912728546,139.6585410833359,2024年05月20日 14:36,年末年始、夏季休業日、その他会社休業日は使用不可
344300,644300,有隣堂日吉ミュージックセンター,川崎市中原区木月4-31-7,日吉ミュージックセンター1F共用スペース,会社・事業所,2019年12月23日,10:00 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,D,35.559025546335064,139.65169190169038,2020年01月08日 08:48,
327901,627901,一般社団法人そよ風の手紙,川崎市幸区南加瀬１－１２－１３,玄関内,会社・事業所,2018年03月12日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,D,35.5472421530182,139.66535925865173,2018年03月12日 11:06,
122032,422032,夢見ヶ崎動物公園,川崎市幸区南加瀬1-2-1,事務所棟,公園・文教・娯楽施設 (図書館、テーマパーク、パチンコ店等),2020年04月01日,08:30 - 17:15 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.549152378735954,139.66520551424765,2025年12月12日 17:53,
349743,649743,麻生フオームクリート株式会社,川崎市中原区苅宿36-1,２F受付カウンター横,会社・事業所,2020年04月27日,09:00 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,C,35.5609403,139.6634714,2020年08月24日 11:17,
369881,669881,ボウクス株式会社,川崎市中原区木月4-28-3,SJビル5F　事務所内,会社・事業所,2023年03月27日,09:00 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,B,35.5599894206,139.6531429036,2023年06月14日 15:13,
393033,693033,セブン‐イレブン　川崎北加瀬店,川崎市幸区北加瀬2-1-3,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.552627994586885,139.66394305719177,2025年10月06日 10:46,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
315131,615131,苅宿小学校,川崎市中原区苅宿25-1,東校舎昇降口横,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.56244291304523,139.66311693191528,2025年12月22日 15:05,
7688,307688,西加瀬老人いこいの家,川崎市中原区西加瀬10-5,受付,介護、福祉施設,2023年04月01日,09:00 - 16:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.56181015108032,139.6605909113793,2025年12月10日 15:40,
50789,350789,夢見ヶ崎小学校,川崎市幸区南加瀬2-13-1,体育館前通路,学校・保育施設 (小中学校、高校、大学、各種学校等),2025年04月01日,08:30 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日,False,認める,A,35.54774801863144,139.66260763405444,2025年07月18日 10:48,
359166,659166,株式会社タイツウ,川崎市中原区木月2-23-20,２F正面玄関内の受付,会社・事業所,2021年12月01日,09:00 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,C,35.562229083698725,139.65713024139407,2021年12月01日 17:14,
314848,614848,西加瀬こども文化センター,川崎市中原区西加瀬10-5,2階事務室,その他の不特定多数が利用する公的施設,2022年04月01日,09:30 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.56177523992995,139.6606061157945,2024年12月05日 09:59,
122084,422084,日吉中学校,川崎市幸区北加瀬2-3-1,1階職員玄関,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:00 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.553804277192874,139.66146211634623,2025年12月22日 15:19,
347743,647743,社会福祉法人　ぷらいむキッズ　ひよし保育園,川崎市幸区南加瀬2-9-20,1F 事務室,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年05月28日,07:00 - 20:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,C,35.5485442,139.6607417,2020年06月02日 11:44,
50790,350790,下河原小学校,川崎市中原区上平間585,１階中学年昇降口,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.55767473227342,139.6815797565796,2025年12月12日 18:42,
352162,652162,川崎総合科学高校,川崎市幸区小向仲野町5-1,（全日制）6階全日制職員室入口,学校・保育施設 (小中学校、高校、大学、各種学校等),2019年07月01日,07:00 - 23:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.5526975,139.6960189,2024年07月26日 08:20,
10336,310336,石川記念武道館,川崎市幸区下平間357,1階事務室,体育・スポーツ施設 (運動場、体育館、スキー場、ゴルフ場等),2021年06月01日,09:00 - 21:30 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,C,35.54869121566216,139.68588400464796,2023年11月15日 08:37,
345963,645963,フロール川崎下平間,川崎市幸区下平間214-1,フロール川崎下平間1号棟エレベーターホール2号棟エレベーターホール,集合住宅 (マンション、団地等),2020年03月15日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,C,35.55108298466767,139.68079805374148,2020年03月15日 15:05,
50781,350781,古市場小学校,川崎市幸区古市場1-1,保健室前,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.555429885793174,139.68607449583942,2025年12月12日 18:35,
356323,656323,川崎総合科学高校,川崎市幸区小向仲野町5-1,（定時制）5階定時制職員室前,学校・保育施設 (小中学校、高校、大学、各種学校等),2019年07月01日,07:00 - 23:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.5526975,139.6960189,2024年07月26日 08:21,
393017,693017,セブン‐イレブン　川崎小向東店,川崎市幸区小向町4-3,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5490928819,139.6937014431,2025年10月06日 10:41,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
391079,691079,チャイルドタイム鹿島田エンゼルホーム,川崎市幸区新塚越1－2,サウザンドシティ2番館2階　入口受付横,学校・保育施設 (小中学校、高校、大学、各種学校等),2025年06月19日,07:00 - 19:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.55014898117464,139.67672109603885,2025年07月10日 15:18,
122083,422083,塚越中学校,川崎市幸区塚越1-60,グラウンド体育館前,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.54858061645848,139.6785626469864,2025年12月22日 15:18,
7693,307693,古市場老人いこいの家,川崎市幸区古市場1781-1,受付,介護、福祉施設,2023年04月01日,09:00 - 16:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.5513194,139.6838339,2024年07月05日 08:45,
393037,693037,セブン‐イレブン　古市場店,川崎市幸区古市場1-32,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.5540454102,139.6841102431,2025年10月06日 10:47,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
352160,652160,川崎総合科学高校,川崎市幸区小向仲野町5-1,職員玄関入口,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,07:00 - 23:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.5526975,139.6960189,2025年12月22日 15:36,
199124,499124,第1配水工事事務所整備課,川崎市中原区上平間1183,玄関の中正面,その他の不特定多数が利用する公的施設,2023年04月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.55431407266785,139.6771586716568,2025年12月12日 18:09,
50783,350783,下平間小学校,川崎市幸区下平間175,職員玄関入り口,学校・保育施設 (小中学校、高校、大学、各種学校等),2025年04月01日,08:00 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.549498489419555,139.67887705544854,2025年12月12日 18:37,
122107,422107,平間小学校,川崎市中原区上平間1480,体育館入口,学校・保育施設 (小中学校、高校、大学、各種学校等),2022年04月01日,08:30 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.556836424475996,139.67643527985274,2025年12月12日 19:13,
7699,307699,下平間老人いこいの家,川崎市幸区下平間357-6,受付,介護、福祉施設,2023年04月01日,09:00 - 16:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.5481061,139.68577,2024年07月04日 17:13,
314847,614847,平間こども文化センター,川崎市中原区上平間1323,事務室,その他の不特定多数が利用する公的施設,2022年04月01日,09:30 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.55837569382285,139.6778478923079,2024年12月05日 09:58,
373924,673924,平間公園（児童プール）,川崎市中原区上平間1298,事務所内,その他の不特定多数が利用する公的施設,2022年04月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.557856366638156,139.6774345636368,2024年12月05日 16:03,
340333,640333,カーブス鹿島田店,川崎市幸区下平間130　コスモビル3階,カーブス鹿島田店内,体育・スポーツ施設 (運動場、体育館、スキー場、ゴルフ場等),2019年07月25日,09:00 - 19:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,D,35.5516333,139.6770761,2019年07月27日 10:28,
365541,665541,ラシク鹿島田,川崎市幸区古川町54-41　,第3コア辰巳ビル101,介護、福祉施設,2022年08月01日,10:00 - 19:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 祝日,False,認める,A,35.5466394,139.6830342,2022年10月21日 14:31,
393036,693036,セブン‐イレブン　川崎鹿島田店,川崎市幸区下平間213,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,B,35.55165909354693,139.6804439984766,2025年10月06日 10:47,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
108325,408325,下平間こども文化センター,川崎市幸区下平間70-1,事務室,その他の不特定多数が利用する公的施設,2022年04月01日,09:30 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.552313757701214,139.67701640718587,2024年12月05日 09:52,
9688,309688,平間中学校,川崎市中原区上平間1368,生徒昇降口外,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,C,35.558636316253164,139.6784200609909,2023年07月06日 12:02,
314970,614970,平間公園（児童プール）,川崎市中原区上平間1298,プール管理棟,体育・スポーツ施設 (運動場、体育館、スキー場、ゴルフ場等),2021年04月01日,09:00 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.557865094853916,139.6773648262024,2023年11月15日 08:38,
239899,539899,上平間営業所,川崎市中原区上平間1140,1階事務室,その他の不特定多数が利用する公的施設,2020年04月01日,05:00 - 00:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日,False,認める,C,35.55621108098886,139.6801060438156,2022年11月24日 10:36,販売窓口営業時間外は当番職員が対応
357509,657509,保育所tomorrow鹿島田園,川崎市幸区古川町7-4,森本ビル1F,学校・保育施設 (小中学校、高校、大学、各種学校等),2021年09月08日,07:00 - 19:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,C,35.5484169,139.6806539,2021年09月08日 11:33,
356317,656317,幸区役所道路公園センター,川崎市幸区下平間357-3,２階廊下,その他,2021年04月01日,08:30 - 17:15 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.5484672,139.6858367,2025年07月16日 11:56,
393016,693016,セブン‐イレブン　川崎小向店,川崎市幸区小向西町3-12,バックカウンター,商業施設 (デパート、駅ビル、商店街、コンビニ等),2025年10月01日,365日24時間使用可,月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.54856464197104,139.68847454084198,2025年10月06日 10:41,AED使用時は、店舗従業員にお声がけください。 ※店舗従業員による操作方法の説明、現場への同行はできません。
334254,634254,御幸球場,川崎市幸区東古市場1,事務所,体育・スポーツ施設 (運動場、体育館、スキー場、ゴルフ場等),2022年04月01日,08:00 - 16:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.55262799459678,139.69309866428375,2024年12月05日 16:02,
31478,331478,岡上小学校,川崎市麻生区岡上675-1,３階職員玄関外,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.579016703944994,139.4832197247888,2025年07月17日 09:33,
321224,621224,麻生市民館岡上分館,川崎市麻生区岡上3-15-5,1階玄関,その他の不特定多数が利用する公的施設,2022年04月01日,08:30 - 21:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.58088681945151,139.48263108730316,2024年12月05日 16:06,
314952,614952,岡上老人いこいの家,川崎市麻生区岡上3-13-1,受付,介護、福祉施設,2023年04月01日,09:00 - 16:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.5812053,139.4834053,2024年07月05日 10:28,
7718,307718,王禅寺老人いこいの家,川崎市麻生区王禅寺東5-32-15,受付,介護、福祉施設,2023年04月01日,09:00 - 16:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日,False,認める,A,35.58156720367278,139.5125867486786,2025年12月12日 11:15,
122044,422044,東柿生小学校,川崎市麻生区王禅寺東6-3-1,1階職員室前,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.579319361524085,139.51027151935705,2025年12月12日 18:50,
314874,614874,王禅寺こども文化センター,川崎市麻生区王禅寺東5-32-15,2階事務室,その他の不特定多数が利用する公的施設,2022年04月01日,09:30 - 18:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.581554333308986,139.5125699043274,2024年12月05日 10:20,
366544,666544,東柿生小学校,川崎市麻生区王禅寺東6-3-1,体育館,学校・保育施設 (小中学校、高校、大学、各種学校等),2019年04月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,D,35.5793712023,139.510167372,2023年07月04日 15:24,
10361,310361,早野聖地公園,川崎市麻生区早野732,管理事務所内,その他の不特定多数が利用する公的施設,2018年07月01日,08:30 - 17:30 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日 - 土曜日 - 日曜日 - 祝日,True,認める,A,35.57254548117702,139.5192115901591,2025年12月12日 17:51,
122138,422138,鷺沼小学校,川崎市宮前区鷺沼2-1,職員玄関,学校・保育施設 (小中学校、高校、大学、各種学校等),2020年04月01日,08:30 - 17:00 (24時間表記),月曜日 - 火曜日 - 水曜日 - 木曜日 - 金曜日,False,認める,A,35.577465047342585,139.56883937724342,2025年12月22日 15:04,
